Time,cpu_util_percent,mem_util_percent,net_in,net_out,disk_usage_percent_read,disk_usage_percent_write
66480,7.6,17,2858432599,2440310117,0,82841.6
66540,5.6,17,2860217896,2442449496,0,126361.6
66600,5.6,17,2862058751,2444664007,0,80640
66660,6,17,2863991113,2446983335,0,104857.6
66720,6.75,17,2865827154,2449175295,0,54613.33333
66780,5.4,17,2867591701,2451203810,0,50790.4
66840,6,17,2869383054,2453329788,0,70826.66667
66900,9,17,2871215476,2455555216,0,57036.8
66960,6.25,17,2873035284,2457794192,0,86954.66667
67020,7.8,17,2874909568,2460070770,0,50278.4
67080,5.2,17,2876743295,2462305939,0,105728
67140,7.2,17,2878520598,2464423034,0,54374.4
67200,7,17,2880376695,2466562570,0,78233.6
67260,5.8,17,2882208286,2468785300,0,67413.33333
67320,9,17,2884036265,2470990454,0,71680
67380,7,17,2885833624,2473161940,0,73301.33333
67440,7.4,17,2887610964,2475241132,0,53350.4
67500,6.5,17,2889483612,2477534206,0,139690.6667
67560,5.4,17,2891348738,2479742150,0,61542.4
67620,8,17,2893135006,2481811090,0,61866.66667
67680,5.4,17,2894971901,2483996369,0,60211.2
67740,5.75,17,2896796991,2486182569,0,100181.3333
67800,6.8,17,2898645193,2488473629,0,63795.2
67860,6.4,17,2900490685,2490715687,0,157900.8
67920,6,17,2902308113,2492922599,0,102229.3333
67980,9,17,2904147284,2495125035,0,118681.6
68040,5.2,17,2905945788,2497227801,0,72192
68100,9.8,17.16666667,2907817674,2499440396,0,113664
68160,6.8,17,2909634364,2501614596,0,64512
68220,7.2,17,2911490637,2503821809,0,100249.6
68280,6.25,17,2913317207,2506014863,0,71765.33333
68340,10,17,2915105414,2508152113,0,94822.4
68400,9.4,17.16666667,2916949619,2510334436,0,81749.33333
68460,6,17,2918793304,2512568140,0,52838.4
68520,7.75,17,2920609092,2514780181,0,77414.4
68580,5,17,2922418585,2516975053,0,58112
68640,8.2,17,2924257081,2519163965,0,83763.2
68700,8.4,17,2926128050,2521393513,0,53589.33333
68760,5.5,17,2927942309,2523550655,0,93900.8
68820,7.6,17,2929795960,2525697255,0,71253.33333
68880,6.2,17,2931597607,2527814509,0,67174.4
68940,8.5,17,2933411322,2530024837,0,106496
69000,6.8,17,2935314895,2532304313,0,61440
69060,6,17,2937199523,2534576361,0,113408
69120,5.6,17,2939035927,2536782214,0,54272
69180,7,17,2940870026,2538909016,0,80486.4
69240,9.6,17,2942609771,2540913443,0,73045.33333
69300,7,17,2944458401,2543123541,0,97996.8
69360,9,17,2946320423,2545377292,0,52736
69420,6.4,17,2948147769,2547557030,0,84275.2
69480,7.2,17,2949978479,2549799188,0,68437.33333
69540,6.2,17,2951830443,2552044242,0,135475.2
69600,5.5,17,2953667251,2554281702,0,120490.6667
69660,6.8,17,2955497760,2556448757,0,190873.6
69720,5.8,17,2957345705,2558629992,0,66816
69780,7.2,17,2959184964,2560860607,0,93900.8
69840,4.25,17,2961014017,2563071212,0,91136
69900,6.2,17,2962875058,2565328497,0,111701.3333
69960,7.2,17,2964750824,2567586366,0,69529.6
70020,5.8,17,2966618360,2569858616,0,113749.3333
70080,5.4,17,2968460878,2572049002,0,86630.4
70140,6,17,2970257026,2574145063,0,64938.66667
70200,6.6,17,2972114212,2576404572,0,105779.2
70260,8.6,17,2973995615,2578632456,0,75093.33333
70320,4.8,17,2975850884,2580905765,0,83660.8
70380,7.25,17,2977674006,2583126808,0,109994.6667
70440,6,17,2979504832,2585332494,0,67686.4
70500,5.8,17,2981328102,2587505418,0,82944
70560,7.2,17.16666667,2983136405,2589596227,0,73216
70620,7.8,17,2985010820,2591885329,0,78745.6
70680,5.75,17,2986768771,2593960042,0,67413.33333
70740,6.4,17,2988536006,2596073439,0,89804.8
70800,5.4,17,2990415774,2598307352,0,52650.66667
70860,8.6,17.16666667,2992248246,2600552939,0,91033.6
70920,5.75,17,2994035898,2602729912,0,120576
70980,8.4,17,2995856998,2604822770,0,94412.8
71040,5,17,2997654026,2606950385,0,35737.6
71100,5.6,17,2999503023,2609176151,0,131498.6667
71160,5.5,17.16666667,3001345730,2611416681,0,64307.2
71220,6.6,17,3003163225,2613612122,0,73642.66667
71280,6.4,17,3004985593,2615816033,0,122675.2
71340,6.6,17,3006808394,2617992058,0,95829.33333
71400,9,17,3008608688,2620096120,0,172339.2
71460,4.25,17,3010439252,2622286878,0,58112
71520,6.8,17,3012265369,2624525213,0,142643.2
71580,6.2,17,3014055209,2626686148,0,50944
71640,6.2,17,3015847103,2628823474,0,129740.8
71700,7.5,17,3017729337,2631096678,0,64204.8
71760,9,17,3019560370,2633396892,0,123050.6667
71820,6.4,17,3021375784,2635521802,0,61030.4
71880,7.4,17,3023153183,2637564020,0,110933.3333
71940,7.2,17,3024942877,2639667780,0,80588.8
72000,6,17,3026804799,2641911719,0,77568
72060,5.8,17,3028694865,2644183263,0,68710.4
72120,8,17,3030556712,2646443722,0,68864
72180,8.8,17,3032396320,2648662193,0,85606.4
72240,6.25,17,3034195927,2650789887,0,50773.33333
72300,9,17,3036026772,2652919196,0,145203.2
72360,6.6,17,3037880561,2655174580,0,82841.6
72420,7.6,17,3039765089,2657427631,0,89002.66667
72480,5.4,17,3041566039,2659562775,0,65945.6
72540,5.75,17,3043369382,2661715140,0,80554.66667
72600,5.6,17,3045274250,2664003715,0,81408
72660,5,17,3047104804,2666210741,0,79360
72720,4.8,17,3048915104,2668431212,0,62259.2
72780,4.25,17,3050749740,2670636543,0,125781.3333
72840,5.6,17,3052588078,2672843271,0,81100.8
72900,8,17,3054450294,2675079572,0,91818.66667
72960,7.2,17.16666667,3056382466,2677391323,0,93081.6
73020,6.25,17,3058248184,2679631982,0,56832
73080,4,17,3060009230,2681778775,0,62549.33333
73140,5.4,17,3061794389,2683935766,0,73318.4
73200,5.4,17,3063684648,2686218561,0,109568
73260,7.75,17.16666667,3065546881,2688516860,0,64614.4
73320,4.6,17,3067391682,2690766695,0,119552
73380,6.6,17,3069205640,2692957954,0,69324.8
73440,7.2,17,3070987119,2695052323,0,131498.6667
73500,7.4,17,3072840645,2697228430,0,98713.6
73560,8.75,17.16666667,3074693824,2699490716,0,137301.3333
73620,7.4,17,3076530503,2701722308,0,79052.8
73680,4.2,17,3078332782,2703879787,0,128921.6
73740,7.75,17,3080090664,2705925088,0,70912
73800,6.6,17,3081916786,2708134867,0,82124.8
73860,10,17.16666667,3083757321,2710320044,0,87978.66667
73920,7.4,17,3085558059,2712446393,0,84070.4
73980,7.2,17,3087371482,2714668181,0,72106.66667
74040,5.8,17,3089228591,2716885374,0,57036.8
74100,10.2,17,3091111917,2719156141,0,89002.66667
74160,7.25,17,3092956625,2721440848,0,66355.2
74220,9.4,17,3094826359,2723747847,0,120917.3333
74280,5.2,17,3096578690,2725814363,0,65740.8
74340,6.6,17,3098348995,2727853374,0,70758.4
74400,6.25,17,3100229477,2730113757,0,95488
74460,8.6,17,3102066894,2732395336,0,96153.6
74520,5.8,17,3103862540,2734599198,0,54613.33333
74580,4.8,17,3105716820,2736757131,0,131788.8
74640,8,17,3107494633,2738934579,0,60074.66667
74700,7.5,17,3109333966,2741154313,0,79667.2
74760,6.2,17,3111156009,2743276123,0,148394.6667
74820,6.8,17,3112947816,2745405743,0,77516.8
74880,7.4,17,3114755447,2747603832,0,71509.33333
74940,6.5,17,3116600921,2749871547,0,73523.2
75000,4.8,17,3118498424,2752146923,0,115916.8
75060,8.75,17.16666667,3120337035,2754339003,0,89002.66667
75120,6.6,17,3122214632,2756621144,0,135987.2
75180,9.8,17,3124038994,2758808008,0,58794.66667
75240,4.8,17,3125845266,2760994465,0,96563.2
75300,9.25,17,3127741905,2763281032,0,86613.33333
75360,6,17.16666667,3129595326,2765490054,0,134963.2
75420,5.6,17,3131421531,2767747215,0,63317.33333
75480,6.6,17,3133259014,2769925709,0,114790.4
75540,7.6,17,3135033550,2772003631,0,57685.33333
75600,7.25,17,3136870549,2774168133,0,68915.2
75660,6.6,17.16666667,3138754935,2776463417,0,117350.4
75720,6.6,17,3140610992,2778690414,0,69546.66667
75780,8.6,17,3142386175,2780801441,0,57446.4
75840,5.25,17,3144172900,2782945070,0,71850.66667
75900,7.8,17,3146005109,2785168814,0,75059.2
75960,9,17.16666667,3147817665,2787348695,0,93696
76020,8.2,17,3149669080,2789510024,0,78028.8
76080,6,17,3151501005,2791711201,0,63317.33333
76140,9.5,17,3153292955,2793849108,0,71168
76200,7.6,17,3155182520,2796063656,0,100693.3333
76260,7.25,17.16666667,3157002781,2798281306,0,69324.8
76320,6.6,17,3158850293,2800555267,0,72499.2
76380,6.4,17,3160680613,2802711537,0,65280
76440,7,17,3162435786,2804710251,0,82022.4
76500,5.5,17,3164278995,2806925942,0,172970.6667
76560,8.4,17,3166142958,2809177563,0,81203.2
76620,6.2,17,3167997010,2811412852,0,113322.6667
76680,5.6,17,3169814580,2813573807,0,61030.4
76740,7.6,17,3171619574,2815738187,0,104277.3333
76800,5.5,17,3173453216,2817930288,0,91545.6
76860,6.6,17,3175264217,2820061500,0,132608
76920,6.8,17,3177109129,2822302306,0,74752
76980,6.8,17,3178909546,2824515416,0,90521.6
77040,6.75,17,3180683396,2826666932,0,109056
77100,6,17,3182572041,2828918628,0,78438.4
77160,7,17,3184444007,2831202678,0,109738.6667
77220,6.4,17,3186274527,2833405612,0,91238.4
77280,8.2,17,3188063630,2835501471,0,149162.6667
77340,7,17,3189806316,2837499235,0,77926.4
77400,6.2,17,3191633839,2839691211,0,94805.33333
77460,7.25,17.16666667,3193501508,2841949751,0,83456
77520,6.2,17,3195319129,2844129026,0,60757.33333
77580,8.6,17,3197142936,2846355806,0,65228.8
77640,6.6,17,3199015713,2848597853,0,116531.2
77700,4.25,17,3200846385,2850782078,0,69376
77760,8.4,17.16666667,3202661370,2852869088,0,64614.4
77820,5.8,17,3204547313,2855055658,0,77056
77880,5.2,17,3206320018,2857192911,0,67686.4
77940,8,17,3208110101,2859325331,0,71765.33333
78000,7.5,17,3209975175,2861576871,0,74137.6
78060,6.8,17.16666667,3211842703,2863822070,0,83200
78120,7.8,17,3213632774,2865962039,0,75366.4
78180,8.4,17,3215442070,2868129546,0,84138.66667
78240,6.25,17,3217233048,2870315845,0,63385.6
78300,7.2,17,3219092320,2872551106,0,96563.2
78360,5.8,17.16666667,3220952803,2874839764,0,77824
78420,7.6,17,3222782113,2877037929,0,121651.2
78480,6.5,17,3224553243,2879169609,0,67669.33333
78540,7.2,17,3226319746,2881260383,0,96460.8
78600,6,17,3228121258,2883353231,0,87296
78660,7.75,17.16666667,3229951793,2885561144,0,162713.6
78720,6,17,3231819030,2887833443,0,84821.33333
78780,7,17,3233585446,2889943717,0,91033.6
78840,5.4,17,3235349787,2892066037,0,73625.6
78900,8,17,3237256995,2894329040,0,107605.3333
78960,7.4,17,3239096346,2896552453,0,69529.6
79020,5.6,17,3240900688,2898643758,0,90880
79080,6.2,17,3242703895,2900786717,0,95846.4
79140,9.2,17,3244484871,2902912875,0,134229.3333
79200,6.5,17,3246339756,2905215809,0,95948.8
79260,6.4,17,3248205791,2907507528,0,66986.66667
79320,6.6,17,3250061319,2909725115,0,83968
79380,7.8,17,3251802810,2911828925,0,70058.66667
79440,6.25,17,3253575400,2913870147,0,80793.6
79500,5.6,17,3255407802,2916011987,0,141619.2
79560,7.6,17,3257263821,2918262081,0,125610.6667
79620,5.6,17,3259132519,2920526470,0,72601.6
79680,5.5,17,3260951815,2922737115,0,51882.66667
79740,7.4,17,3262711303,2924880410,0,84172.8
79800,6,17,3264600732,2927117941,0,93440
79860,9.2,17.16666667,3266438600,2929280705,0,90214.4
79920,6.5,17,3268254399,2931403011,0,69973.33333
79980,7.6,17,3270117167,2933618946,0,75980.8
80040,6,17,3271947200,2935845990,0,60501.33333
80100,7.2,17,3273784792,2938120902,0,76492.8
80160,7.8,17.16666667,3275645538,2940387260,0,63180.8
80220,8.25,17,3277478579,2942622586,0,69717.33333
80280,6,17,3279259501,2944766327,0,133120
80340,6.4,17,3281047574,2946805257,0,85504
80400,7.8,17,3282873297,2949011199,0,96665.6
80460,12,17.16666667,3284716006,2951282758,0,85674.66667
80520,5,17,3286587587,2953532074,0,69222.4
80580,5.4,17,3288408518,2955712400,0,116309.3333
