Time,cpu_util_percent,mem_util_percent,net_in,net_out,disk_usage_percent_read,disk_usage_percent_write
10560,7.4,15,1150711294,400034298.5,0,111411.2
10620,8.75,15,1152550421,402238481.7,0,63061.33333
10680,8,15,1154388088,404434436.5,0,119193.6
10740,6.8,15,1156149320,406549401.3,0,115302.4
10800,6.8,15,1158013095,408823906.8,0,146517.3333
10860,8,15,1159918708,411131758.7,0,78540.8
10920,5.6,15,1161805156,413431204,0,71765.33333
10980,7.2,15,1163566008,415503654.2,0,69324.8
11040,6.8,15,1165400579,417653975.2,0,84309.33333
11100,7.25,15,1167238107,419869440.2,0,76288
11160,7.8,15,1169112816,422177836.8,0,121258.6667
11220,6.8,15,1171025174,424430843.2,0,75366.4
11280,8.6,15,1172802613,426580719.5,0,85674.66667
11340,5,15,1174554244,428622643.2,0,60416
11400,6.5,15,1176440904,430801318.7,0,72704
11460,7.4,15,1178289997,433029015,0,62464
11520,9.6,15,1180128836,435214425,0,76083.2
11580,8,15,1181956549,437376906,0,60757.33333
11640,5.75,15,1183749979,439520235.3,0,113459.2
11700,9.4,15,1185599162,441743064.8,0,89514.66667
11760,7.2,15,1187480161,443960832,0,82739.2
11820,7,15,1189278961,446047003.3,0,61098.66667
11880,7.2,15,1191072071,448204609.2,0,140697.6
11940,5,15,1192951308,450443817.8,0,119381.3333
12000,8.8,15,1194814566,452684707.3,0,74035.2
12060,8.6,15,1196695574,454988051.2,0,86835.2
12120,7.4,15,1198600195,457255036.3,0,98474.66667
12180,4,15,1200401365,459434640,0,86937.6
12240,5.2,15,1202150714,461439867.2,0,90624
12300,9,15,1203993343,463617869.8,0,148172.8
12360,6.6,15.16666667,1205873859,465910907.2,0,72874.66667
12420,9,15,1207757210,468186907.2,0,78848
12480,6.4,15,1209594975,470348292,0,107178.6667
12540,7.4,15,1211401164,472480048.8,0,79360
12600,6.4,15,1213241143,474669174.5,0,135082.6667
12660,16,15.16666667,1215096885,476883035.3,0,131072
12720,6,15,1216897482,478970880.8,0,67891.2
12780,7.2,15,1218743370,481184473.7,0,61952
12840,7,15,1220597762,483378210.8,0,71987.2
12900,6.6,15,1222433483,485603048.5,0,68864
