Time,cpu_util_percent,mem_util_percent,net_in,net_out,disk_usage_percent
1603811280,19.23983334,87.52162191,15201232,98177235,0.004999084
1603811340,19.71282919,87.52227572,13834380.5,109327560.5,0
1603811400,18.54675751,87.52229802,2521327.5,104583075.5,0
1603811460,18.7465427,87.50768423,16555659,97452964,0.005000417
1603811520,18.7511667,87.50747136,1983688,93759048.5,0.001666667
1603811580,18.18063938,87.50765635,2626701,98806127.5,0.003333111
1603811640,18.51833395,87.50658087,10974562.5,98443472,0
1603811700,18.27391412,87.50995531,10955254,93027030.5,0.003332389
1603811760,16.91385095,87.50980732,2014519.5,63570102,0
1603811820,16.98338867,87.51182853,1277225.5,62531731.5,0.0033335
1603811880,17.17316876,87.51103738,2811783,54104370,0.00500025
1603811940,18.05332512,87.5113805,1351171.5,57048739.5,0
1603812000,17.5063927,87.51236121,2289747,55664631,0
1603812060,18.2247722,87.51109212,9866718,63363676,0.001666694
1603812120,17.8437838,87.51102471,27547399,107549222.5,0.001666528
1603812180,17.17176406,87.51186655,8671965.5,107459237,0
1603812240,17.38736674,87.51042007,3456850.5,64048451.5,0
1603812300,17.5177006,87.51197095,1028933.5,59952468,0.004999917
1603812360,17.37677072,87.51000244,3493905,54319123.5,0.001666917
1603812420,17.71720287,87.51180015,3916188,77235778.5,0.001666333
1603812480,17.03228175,87.51388827,1757513,83032427,0.003333111
1603812540,17.21134929,87.51418679,23477776,59819665.5,0.003333667
1603812600,17.79045641,87.51576454,53002889.5,112316866,0.001666917
1603812660,17.6466637,87.51403322,12163765,75278834,0.001666444
1603812720,17.94945513,87.52256816,21872520,58596494,0.003334
1603812780,17.04927034,87.49884317,6371319,57790431.5,0.003333278
1603812840,17.30108629,87.49803631,8609696,56273701.5,0.001666389
1603812900,18.17850806,87.50585915,7849727.5,75468204.5,0.001666694
1603812960,17.36487366,87.50538476,3711661.5,86733519,0
1603813020,17.11135202,87.50932381,3158660.5,56230842,0.001666917
1603813080,17.33014828,87.50865682,1976854,60863405,0.005000333
1603813140,17.44280036,87.50715155,2244773,60651229.5,0
1603813200,17.81954917,87.5075631,2653870,65888351.5,0.003333056
1603813260,17.29423435,87.50192619,2478739.5,66684492,0
1603813320,17.50865548,87.50379029,2582196,67093002.5,0.001666972
1603813380,17.73080569,87.5021573,2267076,61112936.5,0
1603813440,17.76289708,87.49647224,1426423,58146399,0
1603813500,17.3831006,87.49717116,982644.5,71249111,0.001665973
1603813560,17.31896901,87.49649455,2175809,63863947.5,0
1603813620,16.94813429,87.49749147,1056232,54589389,0
1603813680,17.23794034,87.49646616,2149126.5,55554509.5,0.003332944
1603813740,17.35729918,87.49554019,1239087.5,61242127,0
1603813800,17.36038835,87.49820102,1641576,57040604.5,0
1603813860,17.58099042,87.50199208,2635855,62848059,0.001666472
1603813920,17.02694756,87.50945305,2041072.5,53212291.5,0
1603813980,17.21574905,87.50954174,1965325.5,60602948.5,0.004999583
1603814040,17.294864,87.51072315,1750438,57804828.5,0.013334889
1603814100,17.59713798,87.51185489,14104091.5,61587306,0
1603814160,17.15957713,87.51371392,1540997.5,76518958.5,0.003332889
1603814220,17.81174887,87.51431299,1595709,79898071,0.003333389
1603814280,17.65083688,87.51198312,1163832.5,77965580.5,0.001666889
1603814340,17.13486483,87.51705339,2449415,99035431,0
1603814400,18.30116797,87.51807464,174074307.5,87977365,0
1603814460,18.09200731,87.51860174,235950954,91425013,0.003332778
1603814520,17.57899506,87.52017442,14917148,61487926,0.001666639
1603814580,17.28127937,87.52423054,12923725,52914430.5,0.001666861
1603814640,17.42098301,87.52881832,4501821,60085666,0.001666667
1603814700,18.10558406,87.5288239,17450590.5,82441670.5,0
1603814760,17.33432369,87.52931552,2501326.5,59695785,0.001666139
1603814820,17.10396478,87.53215019,1153716.5,59605019,0.001667139
1603814880,17.09857202,87.52966117,3310158.5,59433676,0.0033335
1603814940,17.19615741,87.52594006,2018585.5,54437852.5,0.0049995
1603815000,17.57125281,87.52571655,1704478,63759704,0
1603815060,17.44221724,87.51811164,5472202,61867019,0.001666444
1603815120,17.5023781,87.52093871,1875820,63101703.5,0.001666917
1603815180,17.43951685,87.52067618,2123501.5,62905175.5,0.001666667
1603815240,17.13921257,87.52013641,1371930.5,62013842,0.001666444
1603815300,17.63184997,87.51903559,853472.5,60335629,0
1603815360,17.14106144,87.51976643,1873783,67253888.5,0
1603815420,17.0341753,87.5203807,940071.5,57166290.5,0
1603815480,16.73623058,87.52077805,1156859,57474418.5,0.004999917
1603815540,16.77581881,87.52109431,1104794.5,48852090,0
1603815600,18.01519826,87.52367253,1135212.5,63132283,0.001666056
1603815660,17.22669446,87.52450321,1310745,57800092,0.003334334
1603815720,17.67953339,87.52488384,3119759.5,50697046.5,0.001666806
1603815780,17.36593409,87.52278102,999269,58143012.5,0.001666639
1603815840,17.33789674,87.52209934,939332,52569227,0.001666583
1603815900,17.59839342,87.52467351,1354173.5,62545766.5,0
1603815960,17.18421053,87.52476524,1458909.5,61487645,0.00166675
1603816020,17.06164852,87.52909454,696697,53232491,0
1603816080,17.58507467,87.53403304,1411550,73788256.5,0.004999667
1603816140,17.3935255,87.53194239,2103238,77787062.5,0.001666556
1603816200,17.54449335,87.53656919,38102931,70045483,0.001666972
1603816260,17.13855964,87.53950979,10513603,65057994.5,0.003333167
1603816320,17.18705216,87.54057159,2708817.5,54497059,0.003333722
1603816380,17.23188425,87.54367792,21227913,48267381.5,0
1603816440,17.15890946,87.54412089,5892367,69635461,0.003332944
1603816500,17.52041793,87.54437329,12599054,68782573.5,0.003332334
1603816560,17.72124755,87.53913677,1614989,55308752,0.003334222
1603816620,17.27573778,87.53844191,1937667.5,58376514,0
1603816680,17.2293272,87.53483433,1972999.5,68595360,0.003333222
1603816740,17.16101236,87.52848483,2427730,55755410.5,0.001666556
1603816800,17.6845742,87.52973466,2900834,62923660.5,0
1603816860,17.11678246,87.53053798,1156489.5,60741643,0.001666639
1603816920,17.56746816,87.52917056,1950265.5,54257991.5,0.001666889
1603816980,17.10801357,87.53029014,1097610.5,50521116.5,0.001666472
1603817040,17.2594257,87.53127896,3159891.5,64020999,0
1603817100,18.64723638,87.53272493,7460301.5,89109827,0
1603817160,17.42402165,87.53161498,1255025,114844045,0.001666556
1603817220,16.76905544,87.53058967,2374806.5,88952361,0
1603817280,16.99162814,87.53080507,3069864,57428912,0.001666056
1603817340,16.94009632,87.53073564,996682,49570632.5,0
1603817400,17.38308872,87.53440657,1482003.5,60265373,0
1603817460,17.63134754,87.53489617,2193836.5,61243493.5,0.001666778
1603817520,16.82419234,87.5351065,1070569,59879931,0.00500025
1603817580,16.62632695,87.535701,5287264.5,45687542,0.003333611
1603817640,16.87060113,87.53678764,9596160.5,94356765,0
1603817700,17.40361573,87.53716522,1604447,57978849,0.001666389
1603817760,16.7664665,87.53844293,1557840,56655277,0.005001667
1603817820,16.59684205,87.54248131,828113.5,61753372.5,0
1603817880,17.24467948,87.54496222,8901906.5,67525116,0.001667222
1603817940,17.01675608,87.51733215,9707403,97939149.5,0
1603818000,17.09109252,87.52135228,33601697,73449413.5,0.003332778
1603818060,16.73220409,87.52456859,12557999,59759699,0
1603818120,16.60615259,87.52818935,4462654,56680165,0.001666889
1603818180,16.5421844,87.53114059,27045391,49497349.5,0.003333167
1603818240,17.33281482,87.53018016,24858440.5,82471493.5,0
1603818300,17.79129309,87.53113806,13687776.5,97442114,0.003333778
1603818360,17.09466277,87.51832755,19348072,85746274.5,0.00499975
1603818420,16.53077258,87.51976997,1391454.5,68797485.5,0
1603818480,16.5445547,87.51946233,2143149,56774458.5,0.003333167
1603818540,16.69191719,87.51859363,1511972,56862544,0.00166675
1603818600,16.99524989,87.51956066,2007305.5,65108143,0.001666611
1603818660,16.99096244,87.51878927,4452237,71395130,0
1603818720,17.00960819,87.51719429,1358141,56306131,0.004999583
1603818780,17.22994429,87.51883742,3847654.5,66166300.5,0
1603818840,16.76221391,87.51713702,1468357.5,66086105.5,0.003333722
1603818900,16.86686587,87.51845679,1128185.5,65969261,0
1603818960,16.65595898,87.51732961,2098408,69463916.5,0.001666278
1603819020,16.70334215,87.51838127,1182801.5,61489825.5,0
1603819080,16.6593089,87.51967013,1388571,64978336,0.001666861
1603819140,16.92925229,87.51950389,1286841.5,62337069,0
1603819200,16.90578808,87.52088803,1620775.5,67542407,0.003333111
1603819260,17.66642968,87.52150889,2195416,68368049,0.00500075
1603819320,17.91109185,87.52411549,1315772.5,127890375.5,0.003332667
1603819380,17.19829989,87.52161989,2314260.5,85951243,0
1603819440,16.59412787,87.51845122,1191913.5,63234457,0.001666778
1603819500,17.21860622,87.51824544,1352343.5,64854775,0.0016665
1603819560,16.6406795,87.52621273,1189223.5,67398474.5,0.001666722
1603819620,16.48104806,87.5255047,1513920.5,63800540.5,0
1603819680,16.50213437,87.52655585,1212482.5,55719273.5,0.001666667
1603819740,16.59182802,87.53023236,960794,67566796,0
1603819800,17.20881476,87.53485765,30411161.5,76942135,0.005000083
1603819860,17.1256629,87.53146749,19209785,63559052,0.001666944
1603819920,17.523887,87.53549625,4001324.5,64787991.5,0
1603819980,16.99851221,87.53566654,22996186,72733560,0.001667528
1603820040,17.4408731,87.53471016,1979282,71881069.5,0.001666667
1603820100,17.75920244,87.53316232,7546882,75999644.5,0
1603820160,16.96572358,87.52543881,3855627,81712348.5,0.001666833
1603820220,16.75308835,87.52896834,1825127.5,69709143,0.001666694
1603820280,16.98738281,87.5301609,3046108.5,69760460,0.001666361
1603820340,17.03383708,87.52585086,1557669,70321080,0
1603820400,17.37445336,87.52676213,1507008,67813797,0
1603820460,17.1697159,87.52610731,1982612,70522882.5,0
1603820520,17.94054175,87.52622388,12440682.5,72379572.5,0.001666694
1603820580,17.45371394,87.52540942,1418125.5,116823055,0.003333945
1603820640,16.88460732,87.52545098,12197698,69334601,0
1603820700,17.0860722,87.52868452,1519417.5,75500946.5,0.003332278
1603820760,17.90376311,87.52606474,2476007,72851367.5,0.003334389
1603820820,17.41663279,87.52848888,1163070,75507543,0.003332611
1603820880,17.75264002,87.52728568,1635102.5,67077022,0.003334111
1603820940,17.04389779,87.5285046,2413374,69255554,0.001666333
1603821000,17.27012254,87.52991661,4956169.5,76178555.5,0.001666639
1603821060,18.231557,87.52936772,15213499,107584665.5,0
1603821120,18.16411778,87.529871,2859811.5,97745487,0.001666444
1603821180,18.09281843,87.53602638,3366615,79419778,0
1603821240,17.48362335,87.53551804,2937797.5,83365866.5,0.001666583
1603821300,17.77358711,87.54087265,3234579,85573397,0
1603821360,17.27626339,87.54330084,1599219,77534982,0.001666917
1603821420,17.51046884,87.54369414,2204171,87042261,0.001666722
1603821480,17.84003714,87.54550756,8951797.5,92003988.5,0.003333
1603821540,17.64523855,87.54571688,1721834.5,80361676,0.005000083
1603821600,18.92898442,87.54693427,43069720,93565709,0
1603821660,17.89621765,87.54011646,18145739.5,94271672,0
1603821720,18.06862577,87.54189187,15999149.5,89016081.5,0.001666972
1603821780,17.92048855,87.54010126,25238205,93830563.5,0.001666806
1603821840,17.37170905,87.53881189,1913487.5,76212901.5,0.003333389
1603821900,18.43333654,87.5403344,3516123.5,95439606,0.001666084
1603821960,17.64453479,87.53859396,3442130,85268410,0.001667278
1603822020,18.18672721,87.5392873,2195169,104275857,0.003333389
1603822080,18.58813351,87.53887221,4758296,112752102,0.004999333
1603822140,17.67005964,87.53789049,3765504,125491767,0
1603822200,17.78662915,87.53817786,3078140,124393636,0
1603822260,17.79438565,87.53520938,3285456,86603263.5,0.001666806
1603822320,17.95873062,87.53398135,2176395,82742309.5,0.001666611
1603822380,17.5566877,87.5372377,2246405.5,87082975,0
1603822440,17.97589958,87.53746222,1883300.5,89464263,0
1603822500,17.39132784,87.53688799,2833409.5,80042596.5,0
1603822560,17.96460663,87.53641309,1831203.5,89245118,0.001666389
1603822620,17.5256197,87.5373269,2077796.5,85413648.5,0.001666972
1603822680,17.3663977,87.53961014,2454734,83276902.5,0.001666667
1603822740,17.51108209,87.53847688,2995413,75894055,0
1603822800,17.8411284,87.54118333,9283626,78483049,0
1603822860,17.70851673,87.53898624,2045005.5,89293884.5,0.003332889
1603822920,18.17671036,87.54346151,1815213.5,73953699.5,0.003333056
1603822980,17.15555027,87.54617049,1480928.5,86674422.5,0
1603823040,17.31628069,87.5502778,1594900,77626892,0.003333778
1603823100,17.94805148,87.55411801,6043735.5,75567471.5,0
1603823160,17.44253126,87.55454881,1858241,95823298.5,0.003332722
1603823220,17.4088462,87.55738044,8942824.5,75778434,0
1603823280,17.64671461,87.5578675,1978193,91858790.5,0.00499975
1603823340,17.24799093,87.55773116,1701513.5,69921090,0.001666611
1603823400,17.82832843,87.55833885,32444201,94615551.5,0
1603823460,17.98688215,87.54987588,26169606,84617995.5,0.003334056
1603823520,17.35519059,87.55321687,3677334.5,94758243,0.001666583
1603823580,17.47205685,87.55372269,20700012,70001937.5,0.004998001
1603823640,17.64609817,87.54903151,1541975.5,70774986,0.001667445
1603823700,18.05854723,87.55256358,2483599,94450658.5,0
1603823760,17.71396501,87.55088294,22040804.5,84070026.5,0.003333278
1603823820,17.58196482,87.55111811,6790411,117419688,0.001666806
1603823880,17.5497871,87.55141308,3888777,81020409.5,0.003332944
1603823940,17.06741231,87.55000259,1620974.5,75715670.5,0.001666556
1603824000,17.64431837,87.55219714,1693432,74122523.5,0.003333667
1603824060,17.75415733,87.54799049,2384503,83940155,0.001666472
1603824120,17.99679815,87.54916684,2039392,83773077,0.003332667
1603824180,17.85682043,87.54958395,2641376.5,94279624,0.001667195
1603824240,17.73723864,87.55059811,20174202,94999177,0.001666639
1603824300,17.59424014,87.55187125,2214018,95257807.5,0.00166675
1603824360,17.51069651,87.55159909,2019415.5,79727430.5,0.001666861
1603824420,17.53767873,87.55233348,2357329,78654080,0
1603824480,17.38215884,87.55713362,1541312,76477059.5,0.003332889
1603824540,17.58175008,87.55631003,2599247,79163242,0.001666833
1603824600,17.47483197,87.55697346,1982915,74610783,0.001666861
1603824660,17.58371232,87.5546892,2287372.5,78655852,0
1603824720,17.67055353,87.56103668,8899233.5,129625732,0.001667417
1603824780,17.3846835,87.56325454,1620260,117523297,0.0016665
1603824840,17.16816524,87.56312074,3657105.5,114203165.5,0.0016665
1603824900,18.08477951,87.56795332,2455092,121644984,0
